,MLS #,Address,City,# Bed,# Bth,Yr Blt,Acres,SqFt,$/SqFt,List Price,Sold Price,Sale Date,SP%LP,DOM
104,KW1027608,15 Hofstetter Avenue #314,Kitchener,2,0/0,1990,,,,"$142,000","$137,500",07/26/2010,96.83,46
105,KW1037100,15 Hofstetter Avenue #115,Kitchener,2,0/0,1990,,,,"$139,900","$138,000",10/25/2010,98.64,53
106,KW1044707,1100 Courtland Avenue #203,Kitchener,3,0/0,1976,,"1,177",$117.25,"$149,900","$138,000",12/10/2010,92.06,17
107,KW1024050,445 Pioneer Drive #26,Kitchener,2,0/0,,,990,$139.90,"$139,900","$138,500",06/11/2010,99.00,42
108,KW1041096,445 Pioneer Drive #2,Kitchener,2,0/0,,,950,$146.05,"$139,900","$138,750",10/18/2010,99.18,19
109,KW1018356,15 Hofstetter Avenue #214,Kitchener,2,0/0,1990,,850,$163.53,"$145,000","$139,000",06/02/2010,95.86,63
110,KW1021954,38 Howe Drive #2B,Kitchener,1,0/0,2010,,,,"$139,900","$139,900",09/03/2010,100.00,136
111,KW1021992,38 Howe Drive #3B,Kitchener,1,0/0,,,,,"$139,900","$139,900",10/18/2010,100.00,178
112,KW1022157,38 Howe Drive #5B,Kitchener,1,0/0,,,,,"$139,900","$139,900",08/31/2010,100.00,130
113,KW1022179,38 Howe Drive #4B,Kitchener,1,0/0,,,,,"$139,900","$139,900",10/18/2010,100.00,178
114,KW1031103,375 Pioneer Drive #2,Kitchener,2,0/0,,,,,"$139,900","$139,900",08/05/2010,100.00,31
115,KW1031556,3085 Kingsway Drive #47,Kitchener,1,0/0,,,,,"$144,900","$140,000",08/09/2010,96.62,21
116,KW1031860,333 Northlake Drive #4,Waterloo,2,0/0,1990,,750,$186.67,"$144,900","$140,000",08/12/2010,96.62,18
117,KW1037716,165 Green Valley Drive #14,Kitchener,3,0/0,1980,,,,"$140,000","$140,000",12/07/2010,100.00,77
118,CA1094613,162 Jansen Avenue #27,Kitchener,3,1/1,1971,,"1,100",$128.18,"$143,900","$141,000",11/29/2010,97.98,33
119,KW1034621,56 Montcalm Drive #G,Kitchener,3,0/0,1969,,,,"$149,900","$141,000",09/28/2010,94.06,41
120,KW1041785,325 Northlake Drive #3,Waterloo,2,0/0,,,,,"$142,500","$141,000",11/05/2010,98.95,15
121,KW1044504,132 Elm Ridge Drive,Kitchener,3,0/0,,,,,"$147,900","$141,000",12/06/2010,95.33,19
122,KW1022015,38 Howe Drive #1B,Kitchener,1,0/0,2010,,,,"$141,500","$141,400",09/16/2010,99.93,149
123,KW1037539,165 Green Valley Drive #99,Kitchener,3,0/0,,,,,"$149,000","$141,500",11/05/2010,94.97,50
124,KW1028242,50 Howe Drive #18D,Kitchener,1,0/0,2007,,755,$188.08,"$144,900","$142,000",07/05/2010,98.00,7
125,KW1018071,975 Strasburg Road #18A,Kitchener,1,0/0,,,,,"$139,900","$142,400",10/12/2010,101.79,205
126,KW1027925,385 Pioneer Drive #5,Kitchener,2,0/0,1977,,,,"$139,900","$142,700",07/07/2010,102.00,19
127,KW1037285,162 Jansen Avenue #29,Kitchener,3,0/0,1971,,"1,000",$143.00,"$145,000","$143,000",11/15/2010,98.62,68
128,KW1044156,325 Northlake Drive #7,Waterloo,2,0/0,,,,,"$144,900","$143,000",11/18/2010,98.69,15
129,CA1092776,450 Pioneer Drive #10,Kitchener,3,1/0,,,"1,000",$143.50,"$145,900","$143,500",06/17/2010,98.36,9
130,KW1037096,247 Fergus Avenue,Kitchener,2,0/0,1970,,,,"$147,500","$143,500",11/10/2010,97.29,68
131,KW1044080,1460 Highland Road #9D,Kitchener,1,0/0,2011,,606,$237.46,"$134,900","$143,900",11/22/2010,106.67,21
132,CA1093565,249 Cedarbrae Avenue #35,Waterloo,3,2/0,1979,,850,$169.41,"$154,900","$144,000",08/25/2010,92.96,34
133,KW1021997,38 Howe Drive #6B,Kitchener,1,0/0,2010,,,,"$141,500","$144,000",08/31/2010,101.77,130
134,KW1027309,339 Northlake Drive #9,Waterloo,2,0/0,1991,,,,"$145,000","$144,000",06/15/2010,99.31,12
135,KW1027766,55 Green Valley Drive #1102,Kitchener,1,0/0,,,850,$169.41,"$149,900","$144,000",07/05/2010,96.06,18
136,KW1031198,80 Old Country Drive #7,Kitchener,3,0/0,1976,,,,"$149,900","$144,000",08/30/2010,96.06,55
137,KW1034353,35 Green Valley Drive #805,Kitchener,2,0/0,,,975,$147.69,"$149,900","$144,000",10/04/2010,96.06,56
138,KW1047125,335 Northlake Drive #10,Waterloo,2,0/0,1991,,,,"$145,000","$144,000",12/13/2010,99.31,11
139,KW1041379,327 Northlake Drive #8,Waterloo,2,0/0,1990,,,,"$147,777","$144,777",10/26/2010,97.97,20
140,KW1031710,921 Glasgow Street #D12,Kitchener,1,0/0,,,753,$192.43,"$144,900","$144,900",09/02/2010,100.00,43
141,KW1031712,921 Glasgow Street #A18,Kitchener,1,0/0,,,753,$192.43,"$144,900","$144,900",08/25/2010,100.00,34
142,KW1031713,921 Glasgow Street #A19,Kitchener,1,0/0,,,753,$192.43,"$144,900","$144,900",09/07/2010,100.00,48
143,KW1031733,921 Glasgow Street #A17,Kitchener,1,0/0,,,753,$192.43,"$144,900","$144,900",11/10/2010,100.00,112
144,KW1031734,921 Glasgow Street #D13,Kitchener,1,0/0,,,753,$192.43,"$144,900","$144,900",11/04/2010,100.00,105
145,KW1031747,921 Glasgow Street #A15,Kitchener,1,0/0,,,753,$192.43,"$144,900","$144,900",08/19/2010,100.00,28
146,KW1031750,921 Glasgow Street #D14,Kitchener,1,0/0,,,753,$192.43,"$144,900","$144,900",08/19/2010,100.00,28
147,KW1031753,921 Glasgow Street #A14,Kitchener,1,0/0,,,753,$192.43,"$144,900","$144,900",09/29/2010,100.00,71
148,KW1031775,921 Glasgow Street #D19,Kitchener,1,0/0,,,753,$192.43,"$144,900","$144,900",09/07/2010,100.00,48
149,KW1031776,921 Glasgow Street #D18,Kitchener,1,0/0,,,753,$192.43,"$144,900","$144,900",11/25/2010,100.00,127
150,KW1031777,921 Glasgow Street #D17,Kitchener,1,0/0,,,753,$192.43,"$144,900","$144,900",09/07/2010,100.00,48
151,KW1031778,921 Glasgow Street #D16,Kitchener,1,0/0,,,753,$192.43,"$144,900","$144,900",08/19/2010,100.00,28
152,KW1031783,921 Glasgow Street #A13,Kitchener,1,0/0,,,753,$192.43,"$144,900","$144,900",11/30/2010,100.00,133
153,KW1041700,38 Howe Drive #11B,Kitchener,2,0/0,2010,,650,$222.92,"$144,900","$144,900",11/15/2010,100.00,28
154,CA1092093,275 Victoria Street,Kitchener,3,2/0,,,"1,010",$143.56,"$147,900","$145,000",08/28/2010,98.04,118
155,KW1021432,70 Morgan Avenue #9,Kitchener,3,0/0,,,,,"$149,900","$145,000",08/24/2010,96.73,134
156,KW1022119,55 Green Valley Drive #1910,Kitchener,2,0/0,1990,,,,"$153,900","$145,000",08/24/2010,94.22,121
157,KW1022283,500 Westmount Road #205,Kitchener,2,0/0,1990,,,,"$149,900","$145,000",06/30/2010,96.73,61
158,KW1024095,433 Stirling Avenue,Kitchener,2,0/0,,,,,"$149,900","$145,000",06/09/2010,96.73,38
159,KW1037166,423 Westwood Drive #14,Kitchener,3,0/0,,,,,"$149,900","$145,000",11/02/2010,96.73,57
160,KW1037675,323 Northlake Drive #9,Waterloo,2,0/0,,,,,"$148,500","$145,000",10/06/2010,97.64,16
161,KW1025159,65 Highland Crescent #607,Kitchener,2,0/0,,,,,"$147,500","$145,500",06/16/2010,98.64,20
162,KW1027472,165 Green Valley Drive #77,Kitchener,3,0/0,,,950,$153.68,"$147,900","$146,000",06/25/2010,98.72,17
163,KW1031784,921 Glasgow Street #A12,Kitchener,1,0/0,,,753,$193.89,"$144,900","$146,000",08/25/2010,100.76,35
164,KW1031819,49 Cedarwoods Crescent #48,Kitchener,3,0/0,1977,,,,"$150,000","$146,000",08/06/2010,97.33,14
165,KW1034400,55 Green Valley Drive #206,Kitchener,2,0/0,1990,,,,"$149,900","$146,000",10/20/2010,97.40,71
166,KW1037629,240 Westmeadow Drive #8D,Kitchener,1,0/0,2009,,760,$192.11,"$149,900","$146,000",10/11/2010,97.40,24
167,KW1034336,921 Glasgow Street #8A,Kitchener,1,0/0,,,753,$194.42,"$144,900","$146,400",10/18/2010,101.04,71
168,KW1031618,240 Westmeadow Drive #9A,Kitchener,1,0/0,2009,,760,$192.76,"$149,900","$146,500",08/17/2010,97.73,30
169,KW1024897,280 Thaler Avenue #26,Kitchener,3,0/0,1974,,,,"$149,500","$147,000",06/14/2010,98.33,26
170,KW1025014,320 Bluevale Street #F,Waterloo,3,0/0,,,,,"$149,900","$147,000",06/11/2010,98.07,26
171,KW1041661,49 Cedarwoods Crescent #51,Kitchener,3,0/0,,,"1,200",$122.50,"$149,900","$147,000",12/14/2010,98.07,57
172,KW1025271,280 Thaler Avenue #33,Kitchener,2,0/0,1974,,,,"$149,900","$147,500",07/19/2010,98.40,51
173,KW1024697,500 Westmount Road #102,Kitchener,2,0/0,,0.00,"1,100",$134.55,"$149,900","$148,000",06/04/2010,98.73,21
174,KW1021764,129 Frederick Street,Kitchener,3,0/0,,,,,"$154,900","$149,000",11/10/2010,96.19,208
175,KW1021974,163 Silver Aspen Crescent,Kitchener,3,0/0,1973,,,,"$152,500","$149,000",07/13/2010,97.70,82
176,KW1027673,80 Old Country Drive #45,Kitchener,3,0/0,1976,,,,"$155,500","$149,000",08/18/2010,95.82,65
177,KW1031399,223 Pioneer Drive #K76,Kitchener,3,0/0,,,,,"$154,900","$149,000",09/10/2010,96.19,60
178,KW1044095,139 Brighton Street #9D,Waterloo,1,0/0,2004,,624,$238.78,"$149,900","$149,000",11/15/2010,99.40,18
179,KW1031668,294 Fergus Avenue #6,Kitchener,3,0/0,,,,,"$149,900","$149,175",09/27/2010,99.52,70
180,KW1031983,43 Thaler Avenue #14,Kitchener,2,0/0,,,,,"$154,700","$149,500",09/10/2010,96.64,45
181,KW1032001,921 Glasgow Street #D11,Kitchener,1,0/0,,,796,$188.32,"$149,900","$149,900",09/07/2010,100.00,43
182,KW1032027,921 Glasgow Street #A10,Kitchener,1,0/0,,,796,$188.32,"$149,900","$149,900",09/09/2010,100.00,44
183,KW1034012,921 Glasgow Street #D10,Kitchener,1,0/0,,,796,$188.32,"$149,900","$149,900",09/14/2010,100.00,50
184,KW1034030,921 Glasgow Street #D20,Kitchener,1,0/0,,,796,$188.32,"$149,900","$149,900",11/12/2010,100.00,108
185,KW1034031,921 Glasgow Street #A9,Kitchener,1,0/0,,,796,$188.32,"$149,900","$149,900",10/06/2010,100.00,77
186,KW1034059,921 Glasgow Street #A22,Kitchener,1,0/0,,,796,$188.32,"$149,900","$149,900",08/19/2010,100.00,23
187,KW1034060,921 Glasgow Street #D21,Kitchener,1,0/0,,,796,$188.32,"$149,900","$149,900",11/04/2010,100.00,100
188,KW1034061,921 Glasgow Street #A21,Kitchener,1,0/0,,,796,$188.32,"$149,900","$149,900",09/16/2010,100.00,56
189,KW1034352,921 Glasgow Street #D25,Kitchener,1,0/0,,,796,$188.32,"$149,900","$149,900",09/14/2010,100.00,36
190,KW1034359,921 Glasgow Street #D24,Kitchener,1,0/0,,,796,$188.32,"$149,900","$149,900",09/16/2010,100.00,38
191,KW1034362,921 Glasgow Street #A24,Kitchener,1,0/0,,,796,$188.32,"$149,900","$149,900",09/13/2010,100.00,34
192,KW1034373,921 Glasgow Street #A23,Kitchener,1,0/0,,,796,$188.32,"$149,900","$149,900",08/25/2010,100.00,15
193,CA1092923,15 Green Valley Drive #45,Kitchener,3,3/0,1977,,"1,065",$140.85,"$154,900","$150,000",07/23/2010,96.84,43
194,KW1024068,3085 Kingsway Drive #61,Kitchener,2,0/0,,,,,"$153,800","$150,000",06/14/2010,97.53,45
195,KW1027625,50 Howe Drive #14D,Kitchener,1,0/0,2007,,,,"$146,900","$150,000",06/23/2010,102.11,13
196,KW1027994,60 Montcalm Drive #G,Kitchener,3,0/0,1970,,,,"$164,900","$150,000",08/23/2010,90.96,64
197,KW1034258,260 Sheldon Avenue #312,Kitchener,2,0/0,,,,,"$149,900","$150,000",08/30/2010,100.07,21
198,KW1037361,55 Green Valley Drive #205,Kitchener,2,0/0,1990,,,,"$153,500","$150,000",10/04/2010,97.72,24
199,KW1037480,49 Cedarwoods Crescent #47,Kitchener,3,0/0,,,"1,400",$107.14,"$155,000","$150,000",10/18/2010,96.77,35
200,KW1044052,14 Williamsburg Road #28,Kitchener,3,0/0,1974,,"1,404",$106.84,"$153,900","$150,000",12/08/2010,97.47,37
201,KW1021825,15 Hofstetter Avenue #320,Kitchener,2,0/0,1990,,,,"$155,000","$151,000",06/04/2010,97.42,48
202,KW1032002,921 Glasgow Street #A11,Kitchener,1,0/0,,,796,$190.20,"$149,900","$151,400",09/07/2010,101.00,43
203,KW1034010,921 Glasgow Street #A20,Kitchener,1,0/0,,,796,$190.20,"$149,900","$151,400",11/12/2010,101.00,108
204,KW1034051,921 Glasgow Street #D9,Kitchener,1,0/0,,,796,$190.20,"$149,900","$151,400",09/29/2010,101.00,66
205,KW1034374,921 Glasgow Street #D23,Kitchener,1,0/0,,,796,$190.20,"$149,900","$151,400",11/11/2010,101.00,94
206,CA1092338,15 Green Valley Drive #20,Kitchener,3,2/0,,,"1,150",$132.17,"$164,900","$152,000",06/14/2010,92.18,23
207,KW1021947,60 Elmsdale Drive #52,Kitchener,3,0/0,1975,,,,"$155,000","$152,000",09/03/2010,98.06,138
208,KW1022131,29 Paulander Drive #32,Kitchener,5,0/0,,,,,"$149,900","$152,000",08/16/2010,101.40,131
209,KW1028220,189 Thaler Avenue,Kitchener,3,0/0,,,"1,000",$152.00,"$155,500","$152,000",07/20/2010,97.75,23
210,KW1032026,66 Stirling Avenue,Kitchener,3,0/0,1943,,,,"$159,900","$152,000",08/13/2010,95.06,20
211,KW1037924,192 Silver Aspen Crescent,Kitchener,3,0/0,1975,,,,"$159,000","$152,000",11/01/2010,95.60,34
212,KW1028291,11 Grand River Boulevard #21,Kitchener,3,0/0,1978,,,,"$161,900","$152,200",08/05/2010,94.01,38
213,KW1024523,52 Wellington Street,Kitchener,3,0/0,,,,,"$159,900","$152,500",06/18/2010,95.37,38
214,KW1028156,35 Green Valley Drive #403,Kitchener,2,0/0,,,,,"$154,900","$152,900",07/06/2010,98.71,19
215,KW1031025,175 Elm Ridge Drive #40,Kitchener,3,0/0,,,,,"$158,000","$153,000",07/20/2010,96.84,20
