,MLS #,Address,City,# Bed,# Bth,Yr Blt,Acres,SqFt,$/SqFt,List Price,Sold Price,Sale Date,SP%LP,DOM
64,KW0934335,283 Fairway Road #405,Kitchener,2,0/0,1969,,840,$147.62,"$124,900","$124,000",08/20/2009,99.28,8
65,KW0934336,283 Fairway Road #306,Kitchener,2,0/0,1969,,840,$147.62,"$124,000","$124,000",08/13/2009,100.00,1
66,KW0941358,206 Green Valley Drive #13,Kitchener,3,0/0,,,"1,100",$112.73,"$129,900","$124,000",10/30/2009,95.46,24
67,KW0934580,283 Fairway Road #206,Kitchener,2,0/0,1969,,840,$148.21,"$124,900","$124,500",09/08/2009,99.68,19
68,KW0941839,283 Fairway Road #101,Kitchener,2,0/0,1969,,840,$148.21,"$124,900","$124,500",11/24/2009,99.68,29
69,KW0937281,64 Benton Street #1004,Kitchener,1,0/0,,,,,"$127,900","$124,900",11/03/2009,97.65,57
70,CA0994470,15 Hofstetter Avenue #206,Kitchener,2,2/0,1990,,850,$147.06,"$129,900","$125,000",11/23/2009,96.23,67
71,KW0927026,205 Highland Crescent #3,Kitchener,1,0/0,,,,,"$134,000","$125,000",07/13/2009,93.28,43
72,KW0927677,67 Breckenridge Drive #308,Kitchener,1,0/0,,,,,"$127,900","$125,000",07/07/2009,97.73,25
73,KW0931280,385 Pioneer Drive #3,Kitchener,3,0/0,1977,,,,"$129,900","$125,000",09/10/2009,96.23,66
74,KW0931288,385 Pioneer Drive #6,Kitchener,3,0/0,1977,,,,"$129,900","$125,000",10/08/2009,96.23,92
75,KW0931658,675 Westmount Road #8,Kitchener,3,0/0,,,,,"$129,900","$125,000",08/13/2009,96.23,25
76,KW0947376,160 Rittenhouse Road #41,Kitchener,2,0/0,,,,,"$130,000","$125,000",12/31/2009,96.15,24
77,KW0934807,283 Fairway Road #204,Kitchener,2,0/0,1969,,840,$149.40,"$124,900","$125,500",09/10/2009,100.48,15
78,KW0937001,1100 Courtland Avenue #703,Kitchener,3,0/0,,,"1,177",$106.63,"$126,900","$125,500",09/16/2009,98.90,16
79,KW0937704,18 Holborn Court #211,Kitchener,2,0/0,1990,,"1,000",$125.50,"$125,500","$125,500",11/24/2009,100.00,68
80,KW0917538,64 Benton Street #803,Kitchener,1,0/0,,,600,$209.83,"$122,990","$125,900",08/16/2009,102.37,159
81,KW0941418,1100 Courtland Avenue #914,Kitchener,2,0/0,,,,,"$129,900","$126,000",12/07/2009,97.00,55
82,KW0941952,71 Vanier Drive #204,Kitchener,3,0/0,1976,,,,"$132,500","$126,000",12/02/2009,95.09,33
83,KW0944617,35 Green Valley Drive #1811,Kitchener,1,0/0,1990,,800,$157.50,"$134,900","$126,000",12/08/2009,93.40,21
84,KW0937876,50 Strange Street,Kitchener,2,0/0,1940,,,,"$140,000","$127,000",10/05/2009,90.71,12
85,KW0931804,18 Holborn Court #610,Kitchener,2,0/0,1990,,"1,050",$121.43,"$134,900","$127,500",08/13/2009,94.51,22
86,KW0931018,283 Fairway Road #104,Kitchener,2,0/0,1969,,840,$152.26,"$123,900","$127,900",07/20/2009,103.23,19
87,KW0934161,29 West Avenue #201,Kitchener,3,0/0,,,"1,050",$121.81,"$131,900","$127,900",08/31/2009,96.97,27
88,KW0931812,50 Howe Drive #12C,Kitchener,1,0/0,,,,,"$131,900","$128,000",09/11/2009,97.04,50
89,KW0931746,50 Howe Drive #20C,Kitchener,1,0/0,,,755,$170.86,"$130,900","$129,000",09/04/2009,98.55,49
90,KW0934045,50 Howe Drive #10C,Kitchener,1,0/0,2007,,,,"$130,900","$129,000",09/13/2009,98.55,41
91,KW0934165,565 Greenfield Avenue #604,Kitchener,2,0/0,,,,,"$132,900","$129,000",08/25/2009,97.07,20
92,KW0934216,323 Northlake Drive #8,Waterloo,2,0/0,,,,,"$129,000","$129,000",08/27/2009,100.00,17
93,KW0937821,329 Northlake Drive #10,Waterloo,2,0/0,,,,,"$134,900","$129,000",11/03/2009,95.63,43
94,KW0941525,565 Greenfield Avenue #507,Kitchener,2,0/0,,,,,"$134,900","$129,600",11/04/2009,96.07,21
95,KW0917403,1941 Ottawa Street #14D,Kitchener,1,0/0,2009,,753,$172.51,"$129,900","$129,900",11/05/2009,100.00,240
96,KW0917404,1941 Ottawa Street #14A,Kitchener,1,0/0,2009,,753,$172.51,"$129,900","$129,900",11/02/2009,100.00,236
97,KW0921075,1941 Ottawa Street #13D,Kitchener,1,0/0,,,753,$172.51,"$129,900","$129,900",07/30/2009,100.00,125
98,KW0927222,1100 Courtland Avenue #1002,Kitchener,2,0/0,,,,,"$129,900","$129,900",07/02/2009,100.00,31
99,KW0931209,35 Breckenridge Drive #27,Kitchener,2,0/0,,,,,"$129,900","$129,900",08/07/2009,100.00,35
100,KW0931210,35 Breckenridge Drive #28,Kitchener,2,0/0,,,,,"$129,900","$129,900",07/27/2009,100.00,22
101,KW0931898,1941 Ottawa Street #9A,Kitchener,1,0/0,,,,,"$129,900","$129,900",09/29/2009,100.00,67
102,KW0931911,1941 Ottawa Street #2D,Kitchener,1,0/0,,,,,"$129,900","$129,900",11/17/2009,100.00,116
103,KW0931926,1941 Ottawa Street #2A,Kitchener,1,0/0,,,,,"$139,900","$129,900",11/17/2009,92.85,116
104,KW0932008,1941 Ottawa Street #4D,Kitchener,1,0/0,,,,,"$139,900","$129,900",11/17/2009,92.85,116
105,KW0932011,1941 Ottawa Street #4A,Kitchener,1,0/0,,,,,"$139,900","$129,900",11/17/2009,92.85,116
106,KW0932016,1941 Ottawa Street #5A,Kitchener,1,0/0,,,,,"$129,900","$129,900",11/10/2009,100.00,109
107,KW0932019,1941 Ottawa Street #6A,Kitchener,1,0/0,,,,,"$129,900","$129,900",11/10/2009,100.00,109
108,KW0932020,1941 Ottawa Street #10D,Kitchener,1,0/0,,,,,"$129,900","$129,900",08/06/2009,100.00,13
109,KW0932028,1941 Ottawa Street #8D,Kitchener,1,0/0,,,,,"$129,900","$129,900",09/30/2009,100.00,68
110,KW0932029,1941 Ottawa Street #8A,Kitchener,1,0/0,,,,,"$129,900","$129,900",10/21/2009,100.00,90
111,KW0932031,1941 Ottawa Street #7A,Kitchener,1,0/0,,,,,"$129,900","$129,900",09/29/2009,100.00,67
112,KW0932040,1941 Ottawa Street #9D,Kitchener,1,0/0,,,,,"$129,900","$129,900",10/21/2009,100.00,90
113,KW0924156,55 Green Valley Drive #1811,Kitchener,1,0/0,,,820,$158.54,"$132,900","$130,000",08/27/2009,97.82,115
114,KW0931767,50 Howe Drive #15D,Kitchener,1,0/0,2008,,755,$172.19,"$140,000","$130,000",08/18/2009,92.86,27
115,KW0934334,165 Green Valley Drive #19,Kitchener,3,0/0,1976,,,,"$134,900","$130,000",09/04/2009,96.37,28
116,KW0927648,675 Westmount Road #22,Kitchener,3,0/0,,,,,"$133,900","$131,000",07/06/2009,97.83,23
117,KW0927671,423 Westwood Drive #31,Kitchener,3,0/0,,,,,"$135,000","$131,000",08/06/2009,97.04,56
118,KW0932017,1941 Ottawa Street #6D,Kitchener,1,0/0,,,,,"$139,900","$131,400",11/26/2009,93.92,125
119,KW0931803,45 Cedarhill Crescent #8C,Kitchener,1,0/0,2007,,,,"$134,900","$131,500",10/02/2009,97.48,71
120,KW0922018,144 Jansen Avenue #13,Kitchener,3,0/0,,,,,"$134,900","$132,000",07/15/2009,97.85,82
121,KW0937241,15 Hofstetter Avenue #121,Kitchener,2,0/0,1990,,850,$155.29,"$134,900","$132,000",12/22/2009,97.85,106
122,KW0937639,35 Green Valley Drive #1204,Kitchener,1,0/0,1990,,,,"$133,900","$132,500",10/23/2009,98.95,39
123,KW0931609,65 Westmount Road #407,Waterloo,1,0/0,,,,,"$134,900","$132,900",08/25/2009,98.52,42
124,KW0934627,333 Northlake Drive #9,Waterloo,2,0/0,1990,,800,$166.25,"$134,900","$133,000",09/08/2009,98.59,19
125,KW0937738,50 Howe Drive #6C,Kitchener,1,0/0,2007,,755,$176.16,"$135,900","$133,000",10/20/2009,97.87,29
126,KW0931624,565 Greenfield Avenue #509,Kitchener,2,0/0,1991,,,,"$134,900","$134,000",08/07/2009,99.33,24
127,KW0931921,565 Greenfield Avenue #608,Kitchener,2,0/0,,,,,"$134,900","$134,000",08/20/2009,99.33,24
128,KW0932032,565 Greenfield Avenue #505,Kitchener,2,0/0,1991,,,,"$136,000","$134,000",09/29/2009,98.53,62
129,KW0931760,160 Rittenhouse Road #37,Kitchener,3,0/0,,,,,"$130,000","$134,500",08/17/2009,103.46,28
130,KW0937643,223 Pioneer Drive #A6,Kitchener,3,0/0,1978,,,,"$138,500","$134,500",10/05/2009,97.11,20
131,KW0944377,321 Northlake Drive #2,Waterloo,2,0/0,,,,,"$139,900","$134,500",12/02/2009,96.14,23
132,CA0991281,211 Veronica Drive #23,Kitchener,2,2/0,,,"1,000",$135.00,"$149,900","$135,000",07/09/2009,90.06,115
133,KW0921817,634 Strasburg Road #27,Kitchener,3,0/0,,,,,"$139,900","$135,000",07/20/2009,96.50,94
134,KW0924630,118 Huber Street,Kitchener,4,0/0,,,,,"$146,900","$135,000",07/03/2009,91.90,52
135,KW0927636,175 Siebert Avenue #10,Kitchener,3,0/0,1982,,"1,270",$106.30,"$139,900","$135,000",07/28/2009,96.50,44
136,KW0931320,259 Courtland Avenue,Kitchener,3,0/0,,,,,"$144,900","$135,000",09/18/2009,93.17,76
137,KW0947143,50 Howe Drive #14C,Kitchener,1,0/0,2007,,755,$178.81,"$139,900","$135,000",12/21/2009,96.50,18
138,KW0931047,3085 Kingsway Drive #51,Kitchener,1,0/0,,,,,"$142,900","$135,500",10/20/2009,94.82,112
139,KW0917766,71 Vanier Drive #302,Kitchener,3,0/0,,,,,"$139,900","$136,000",07/16/2009,97.21,116
140,KW0924264,24 Midland Drive #201,Kitchener,2,0/0,,,,,"$139,500","$136,000",09/08/2009,97.49,127
141,KW0927963,162 Jansen Avenue #20,Kitchener,3,0/0,1971,,,,"$138,900","$136,000",08/18/2009,97.91,56
142,KW0931806,48 Windom Road #H,Kitchener,3,0/0,1965,,,,"$139,900","$136,000",08/07/2009,97.21,18
143,KW0941810,55 Green Valley Drive #1214,Kitchener,1,0/0,,,820,$166.35,"$139,900","$136,403",11/09/2009,97.50,14
144,KW0931448,35 Green Valley Drive #904,Kitchener,1,0/0,1991,,800,$170.63,"$139,900","$136,500",08/12/2009,97.57,30
145,KW0934718,35 Green Valley Drive #107,Kitchener,1,0/0,1990,,690,$198.19,"$139,900","$136,750",10/26/2009,97.75,61
146,KW0934416,260 Sheldon Avenue #609,Kitchener,1,0/0,,,,,"$139,900","$136,900",09/03/2009,97.86,20
147,KW0934325,225 Harvard Place #1107,Waterloo,2,0/0,,,,,"$139,900","$137,000",09/01/2009,97.93,22
148,KW0934462,25 Upper Canada Drive #2,Kitchener,3,0/0,1973,,,,"$139,950","$137,500",08/27/2009,98.25,10
149,KW0931208,35 Breckenridge Drive #26,Kitchener,2,0/0,,,,,"$129,900","$137,900",07/30/2009,106.16,24
150,KW0927682,20 Ellen Street #507,Kitchener,1,0/0,1988,,780,$176.92,"$139,000","$138,000",08/13/2009,99.28,58
151,KW0927693,175 Siebert Avenue #17,Kitchener,3,0/0,1982,,"1,270",$108.66,"$144,900","$138,000",07/23/2009,95.24,38
152,KW0931618,26 Johnston Street,Kitchener,3,0/0,1955,,,,"$149,900","$138,000",08/04/2009,92.06,19
153,KW0937099,55 Green Valley Drive #611,Kitchener,1,0/0,1989,,800,$172.50,"$143,000","$138,000",10/28/2009,96.50,57
154,KW0941196,60 Elmsdale Drive #10,Kitchener,3,0/0,,,,,"$136,000","$138,000",10/30/2009,101.47,28
155,KW0941269,283 Fairway Road #503,Kitchener,3,0/0,1969,,"1,015",$135.96,"$138,900","$138,000",11/27/2009,99.35,50
156,KW0941846,675 Westmount Road #25,Kitchener,3,0/0,1977,,,,"$142,900","$138,900",11/16/2009,97.20,21
157,KW0931793,45 Westmount Road #202,Waterloo,1,0/0,,,800,$173.75,"$145,900","$139,000",08/13/2009,95.27,25
158,KW0937014,260 Sheldon Avenue #810,Kitchener,1,0/0,,,,,"$142,500","$139,000",09/17/2009,97.54,18
159,KW0941745,17 Hillbrook Crescent,Kitchener,3,0/0,1974,,,,"$145,000","$139,000",11/11/2009,95.86,20
160,KW0932009,1941 Ottawa Street #5D,Kitchener,1,0/0,,,,,"$139,900","$139,900",12/01/2009,100.00,130
161,KW0937257,33 Queenston Drive #E,Kitchener,3,0/0,,,,,"$139,900","$139,900",12/09/2009,100.00,97
162,KW0934217,33 Guelph Street,Kitchener,3,0/0,,,,,"$147,500","$140,000",08/24/2009,94.92,18
163,KW0944727,260 Sheldon Avenue #209,Kitchener,1,0/0,,,,,"$139,000","$140,000",12/08/2009,100.72,15
164,CA0994668,15 Green Valley Drive #8,Kitchener,3,2/0,1977,,"1,250",$112.80,"$147,900","$141,000",11/27/2009,95.33,58
165,KW0927713,165 Green Valley Drive #83,Kitchener,3,0/0,,,,,"$144,900","$142,000",07/21/2009,98.00,35
166,KW0931211,3227 King Street #203,Kitchener,2,0/0,1990,,,,"$145,000","$142,000",09/25/2009,97.93,82
167,KW0931463,81 Church Street #1507,Kitchener,2,0/0,1976,,,,"$149,500","$142,000",08/12/2009,94.98,30
168,KW0934456,132 Spadina Road,Kitchener,2,0/0,1948,,818,$173.59,"$154,900","$142,000",08/25/2009,91.67,11
169,KW0937435,175 Siebert Avenue #19,Kitchener,3,0/0,1982,,,,"$146,900","$142,000",10/02/2009,96.66,18
170,KW0941631,81 Church Street #1106,Kitchener,2,0/0,,,,,"$146,000","$142,000",11/27/2009,97.26,38
171,KW0941453,423 Westwood Drive #35,Kitchener,3,0/0,,,,,"$152,900","$142,520",11/18/2009,93.21,40
172,KW0937193,32 Mowat Boulevard #16,Kitchener,3,0/0,,,,,"$145,900","$142,900",10/22/2009,97.94,48
173,KW0917243,35 Green Valley Drive #806,Kitchener,2,0/0,,,,,"$143,500","$143,000",07/13/2009,99.65,117
174,KW0927725,65 Westmount Road #312,Waterloo,2,0/0,1975,,"1,125",$127.56,"$149,900","$143,500",10/14/2009,95.73,121
175,KW0934038,22 Obermeyer Drive,Kitchener,3,0/0,,,"1,187",$120.89,"$149,900","$143,500",08/17/2009,95.73,14
176,CA0993306,65 Highland Crescent #402,Kitchener,2,1/0,1988,,975,$147.69,"$144,900","$144,000",07/22/2009,99.38,13
177,CA0993462,187 Grulke Street #33,Kitchener,3,2/0,1978,,"1,000",$144.00,"$147,000","$144,000",08/31/2009,97.96,52
178,KW0924360,294 Bluevale Street #B,Waterloo,3,0/0,,,,,"$158,900","$144,000",08/07/2009,90.62,91
179,KW0927576,285 Bluevale Street #15,Waterloo,3,0/0,,,,,"$153,000","$144,000",07/14/2009,94.12,34
180,KW0934749,139 Brighton Street #14C,Waterloo,1,0/0,2004,,624,$230.77,"$149,500","$144,000",09/21/2009,96.32,28
181,KW0937243,61 Thaler Avenue #12,Kitchener,3,0/0,,,,,"$152,900","$144,000",10/30/2009,94.18,58
182,KW0931999,49 Cedarwoods Crescent #29,Kitchener,3,0/0,1979,,"1,667",$86.68,"$152,000","$144,500",09/23/2009,95.07,57
183,KW0934120,265 Williamsburg Road #3,Kitchener,3,0/0,1987,,,,"$144,900","$144,500",08/20/2009,99.72,14
184,CA0993310,60 Elmsdale Drive #20,Kitchener,3,2/0,1979,,"1,150",$126.09,"$144,900","$145,000",10/23/2009,100.07,111
185,KW0927717,280 Thaler Avenue #2,Kitchener,3,0/0,,,,,"$149,900","$145,000",10/15/2009,96.73,121
186,KW0931316,337 Kingswood Drive #2,Kitchener,3,0/0,,,,,"$149,900","$145,000",11/16/2009,96.73,131
187,KW0944538,190 Grulke Street #16,Kitchener,3,0/0,,,,,"$147,900","$145,000",12/16/2009,98.04,34
188,KW0934150,509 Weber Street #C,Waterloo,2,0/0,,,,,"$145,500","$145,600",08/20/2009,100.07,14
189,KW0937074,337 Kingswood Drive #21,Kitchener,2,0/0,,,,,"$149,900","$145,700",09/21/2009,97.20,21
190,KW0937847,80 Old Country Drive #43,Kitchener,3,0/0,1975,,,,"$146,800","$145,800",10/13/2009,99.32,20
191,KW0941678,81 Church Street #906,Kitchener,2,0/0,,,,,"$149,900","$146,000",11/03/2009,97.40,15
192,KW0937779,65 Highland Crescent #505,Kitchener,2,0/0,1988,,"1,000",$146.50,"$148,900","$146,500",10/26/2009,98.39,36
193,KW0917413,249 Cedarbrae Avenue #16,Waterloo,2,0/0,,,,,"$149,900","$147,000",07/17/2009,98.07,131
194,KW0924604,15 Green Valley Drive #37,Kitchener,3,0/0,,,,,"$149,900","$147,000",08/27/2009,98.07,106
195,KW0934655,222 Harvard Place #D,Waterloo,2,0/0,1972,,,,"$149,900","$147,000",09/18/2009,98.07,29
196,KW0931913,700 Erinbrook Drive #12,Kitchener,3,0/0,1985,,"1,150",$127.91,"$147,000","$147,100",08/18/2009,100.07,23
197,CA0993082,750 Erinbrook Drive #10,Kitchener,2,1/0,1985,,"1,065",$138.50,"$149,900","$147,500",07/13/2009,98.40,9
198,KW0927847,60 Elmsdale Drive #30,Kitchener,3,0/0,1979,,,,"$149,900","$147,500",09/14/2009,98.40,87
199,KW0927946,81 Church Street #903,Kitchener,2,0/0,,,,,"$151,900","$147,500",07/10/2009,97.10,22
200,KW0924639,46 Cedarwoods Crescent #4,Kitchener,3,0/0,1979,,,,"$154,900","$148,000",07/16/2009,95.55,65
201,KW0924905,750 Erinbrook Drive #9,Kitchener,3,0/0,1985,,"1,035",$143.00,"$149,900","$148,000",08/24/2009,98.73,94
202,KW0931852,226 Harvard Place #H,Waterloo,2,0/0,1972,,"1,000",$148.00,"$153,900","$148,000",08/19/2009,96.17,28
203,KW0931855,65 Highland Crescent #305,Kitchener,2,0/0,1988,,"1,000",$148.00,"$149,500","$148,000",08/14/2009,99.00,21
204,KW0937808,57 Ethel Street,Kitchener,3,0/0,,,,,"$144,900","$148,750",09/30/2009,102.66,8
205,CA0994001,49 Cedarwoods Crescent #11,Kitchener,3,2/0,1976,,"1,667",$89.32,"$149,900","$148,900",09/24/2009,99.33,24
206,KW0931250,415 Morgan Avenue #42,Kitchener,3,0/0,1973,,"1,255",$118.73,"$151,900","$149,000",07/27/2009,98.09,21
207,KW0944607,750 Erinbrook Drive #4,Kitchener,3,0/0,1985,,"1,186",$125.63,"$159,900","$149,000",12/19/2009,93.18,34
208,KW0944508,415 Morgan Avenue #49,Kitchener,3,0/0,1973,,,,"$152,900","$149,500",12/08/2009,97.78,23
209,KW0927001,56 Montcalm Drive #I,Kitchener,3,0/0,,,,,"$149,900","$149,900",07/06/2009,100.00,38
210,KW0931919,415 Morgan Avenue #35,Kitchener,3,0/0,1973,,,,"$149,900","$149,900",08/19/2009,100.00,24
211,KW0932025,70 Morgan Avenue #4,Kitchener,3,0/0,1975,,,,"$154,900","$149,900",09/01/2009,96.77,35
212,KW0934635,415 Morgan Avenue #6,Kitchener,2,0/0,1973,,,,"$149,900","$149,900",09/04/2009,100.00,14
213,KW0937525,35 Green Valley Drive #1806,Kitchener,2,0/0,1990,,975,$153.74,"$149,900","$149,900",09/29/2009,100.00,15
214,KW0924667,3227 King Street #808,Kitchener,2,0/0,,,,,"$159,900","$150,000",07/03/2009,93.81,52
215,KW0927323,55 Green Valley Drive #1909,Kitchener,2,0/0,1989,,,,"$154,900","$150,000",08/26/2009,96.84,84
216,KW0928109,139 Brighton Street #4C,Waterloo,1,0/0,2004,,,,"$154,900","$150,000",08/18/2009,96.84,51
